id,date,city,state,type,ideology,subideology,group,description,image
66841,5/6/2024,Brooklyn,NY,Antisemitic Incident:Assault,,,,"An individual yelled, ""Get the fuck out of here, Jewish people do not belong here"" and hit a Jewish victim in the face twice.",
66842,5/6/2024,Manhattan,NY,Antisemitic Incident:Vandalism,,,,"Graffiti that included a swastika and the word ""Die"" was found on a building.",
66843,5/6/2024,Abington,PA,Antisemitic Incident:Harassment,,,,Pamphlets advertising an antisemitic movie were placed on parked cars at an apartment complex.,
66844,5/6/2024,Bonsack,VA,Antisemitic Incident:Harassment,Right Wing (White Supremacist),,Goyim Defense League (GDL),Individuals associated with the antisemitic Goyim Defense League distributed fliers in a residential area.,
63955,5/5/2024,Richmond,VA,Antisemitic Incident:Harassment,,,,An individual performed a Nazi salute at a Jewish person wearing a Star of David necklace in a public park.,
64017,5/5/2024,Portland,OR,Antisemitic Incident:Vandalism,,,,"A mezuzah was torn from a Jewish student's doorframe at Reed College. The next day, a rock was thrown through the window of the same student.",
64070,5/5/2024,Napa,CA,Antisemitic Incident:Harassment,,,,"An individual with a history of displaying antisemitic signs displayed a sign in front of their home that read: ""Belligerent Jew, the neighborhood bully.""",
64114,5/5/2024,Providence,RI,Antisemitic Incident:Harassment,,,,"A student posted an antisemitic comment on a Brown University group chat that read: ""I thought their Matzah eating holiday was over"" above a picture of banner advertising a University blood drive.",
64195,5/5/2024,Seattle,WA,Antisemitic Incident:Vandalism,,,,A swastika inside of a Star of David was painted on a garage.,
64517,5/5/2024,San Diego,CA,Antisemitic Incident:Harassment,,,Clockwork Crew,"Individuals associated with the neo-Nazi Clockwork Crew distributed antisemitic propaganda in a residential area that read: ""The Truth is Anti-Semitic"" and ""Jews make up just 2% of the US population, why do we allow them to have complete control over the information we receive?""",
64876,5/5/2024,Portland,OR,Antisemitic Incident:Harassment,,,,"Multiple Jewish students at Portland State University were called slurs, including: ""Fucking kike,"" ""Zionist pig,"" ""Dirty Jew"" and a ""sick Zionist who deserves to die.""",
64962,5/5/2024,Chicago,IL,Antisemitic Incident:Harassment,,,,"During an anti-Israel protest at Depaul University, a protester made a threatening gesture while referencing October 7.",
65468,5/5/2024,Bryn Mawr,PA,Antisemitic Incident:Harassment,,,,"At an anti-Israel rally at Bryn Mawr College, protesters held signs with messages that included: ""From the river to the sea.""",
65682,5/5/2024,Brooklyn,NY,Antisemitic Incident:Harassment,,,,"A Jewish individual received a text message from an unknown source that read: ""Hey jews!!!! Your [sic] no different than the Nazis!!! Except the Nazis were at least honest! And cooler.""",
65683,5/5/2024,Laguna Hills,CA,Antisemitic Incident:Harassment,,,,"An employee and customer at a restaurant performed Nazi salutes and stated, ""Heil Hitler.""",
65689,5/5/2024,Boston,MA,Antisemitic Incident:Harassment,,,,"Hand-written notes that read: ""Fuck the Jews"" and ""Hitler the GOAT"" were left in a museum.",
65692,5/5/2024,Clovis,CA,Antisemitic Incident:Harassment,,,Goyim Defense League (GDL),"Individuals associated with the antisemitic Goyim Defense League and neo-Nazi Clockwork Crew distributed antisemitic fliers in a residential area that read: ""Every single aspect of mass immigration is Jewish,"" ""The truth is anti-semitic"" and ""Who owns the media? It's the Jews!""",
65713,5/5/2024,Bosnack,VA,Antisemitic Incident:Harassment,,,Goyim Defense League (GDL),Individuals associated with the antisemitic Goyim Defense League distributed fliers in a residential area.,
65719,5/5/2024,Binghamton,NY,Antisemitic Incident:Harassment,,,,"A comment was left on a social media post advertising an event at SUNY Binghamton's Chabad that read: ""if i was in attendance I would have detonated my suicide vest [sic].""",
65795,5/5/2024,WA,DC,Antisemitic Incident:Vandalism,,,,"""Jew"" was written in red on the door of a home.",
66090,5/5/2024,Boston,MA,Antisemitic Incident:Harassment,,,,"A Jewish non-profit organization received an antisemitic contact form submission that read, in part: ""FUCK YOU! AND FUCK ISRAEL... Jew caused misery and corruption [sic]... You're nothing but filthy terrorists trying con your way into and out of the history books!""",
66091,5/5/2024,Elkins Park,PA,Antisemitic Incident:Harassment,,,,"Antisemitic fliers were distributed in a residential area that read: ""Every single aspect of anti-white hate is Jewish.""",
66838,5/5/2024,Denver,CO,Antisemitic Incident:Vandalism,,,,"Israeli flags at an event hosted by a Jewish institution were vandalized with: ""Free Palestine"" and ""Israel Murders.""",
63934,5/4/2024,Los Angeles,CA,Antisemitic Incident:Vandalism,,,,"""Free Gaza"" was spray-painted onto a synagogue.",
63941,5/4/2024,Des Moines,IA,Antisemitic Incident:Harassment,,,,A synagogue received an antisemitic bomb threat.,
63957,5/4/2024,Manhattan,NY,Antisemitic Incident:Harassment,,,,A synagogue received an antisemitic bomb threat. (This incident represents one of fourteen synagogues targeted in a day).,
63970,5/4/2024,Manhattan,NY,Antisemitic Incident:Harassment,,,,A synagogue received an antisemitic bomb threat. (This incident represents one of fourteen synagogues targeted in a day).,
63974,5/4/2024,Huntington,NY,Antisemitic Incident:Harassment,,,,A synagogue received an antisemitic bomb threat.,
63998,5/4/2024,Manhattan,NY,Antisemitic Incident:Harassment,,,,A synagogue received an antisemitic bomb threat. (This incident represents one of fourteen synagogues targeted in a day).,
63999,5/4/2024,Manhattan,NY,Antisemitic Incident:Harassment,,,,A synagogue received an antisemitic bomb threat. (This incident represents one of fourteen synagogues targeted in a day).,
64030,5/4/2024,Manhattan,NY,Antisemitic Incident:Harassment,,,,A synagogue received an antisemitic bomb threat. (This incident represents one of fourteen synagogues targeted in a day).,
64045,5/4/2024,Manhattan,NY,Antisemitic Incident:Harassment,,,,A synagogue received an antisemitic bomb threat. (This incident represents one of fourteen synagogues targeted in a day).,
64050,5/4/2024,Queens,NY,Antisemitic Incident:Harassment,,,,A synagogue received an antisemitic bomb threat. (This incident represents one of four synagogues targeted in a day).,
64064,5/4/2024,Lewiston,ME,Antisemitic Incident:Harassment,,,,"Students at Bates College wrote: ""From the river to the sea"" in chalk throughout the campus.",
64066,5/4/2024,Manhattan,NY,Antisemitic Incident:Harassment,,,,A synagogue received an antisemitic bomb threat. (This incident represents one of fourteen synagogues targeted in a day).,
64075,5/4/2024,Manhattan,NY,Antisemitic Incident:Vandalism,,,,An Israeli flag at a Jewish-owned restaurant was vandalized with swastikas.,
64095,5/4/2024,Queens,NY,Antisemitic Incident:Harassment,,,,A synagogue received an antisemitic bomb threat. (This incident represents one of four synagogues targeted in a day).,
64105,5/4/2024,Queens,NY,Antisemitic Incident:Harassment,,,,A synagogue received an antisemitic bomb threat. (This incident represents one of four synagogues targeted in a day).,
64132,5/4/2024,Brooklyn,NY,Antisemitic Incident:Harassment,,,,A synagogue received an antisemitic bomb threat. (This incident represents one of two synagogues targeted in a day).,
64146,5/4/2024,Utica,NY,Antisemitic Incident:Harassment,,,,A synagogue received an antisemitic bomb threat.,
64155,5/4/2024,Queens,NY,Antisemitic Incident:Harassment,,,,A synagogue received an antisemitic bomb threat. (This incident represents one of four synagogues targeted in a day).,
64181,5/4/2024,Manhattan,NY,Antisemitic Incident:Harassment,,,,A synagogue received an antisemitic bomb threat. (This incident represents one of fourteen synagogues targeted in a day).,
64182,5/4/2024,Manhattan,NY,Antisemitic Incident:Harassment,,,,A synagogue received an antisemitic bomb threat. (This incident represents one of fourteen synagogues targeted in a day).,
64183,5/4/2024,Manhattan,NY,Antisemitic Incident:Harassment,,,,A synagogue received an antisemitic bomb threat. (This incident represents one of fourteen synagogues targeted in a day).,
64198,5/4/2024,Manhattan,NY,Antisemitic Incident:Harassment,,,,A synagogue received an antisemitic bomb threat. (This incident represents one of fourteen synagogues targeted in a day).,
64200,5/4/2024,Manhattan,NY,Antisemitic Incident:Harassment,,,,A synagogue received an antisemitic bomb threat. (This incident represents one of fourteen synagogues targeted in a day).,
64212,5/4/2024,Brooklyn,NY,Antisemitic Incident:Harassment,,,,A synagogue received an antisemitic bomb threat. (This incident represents one of two synagogues targeted in a day).,
64216,5/4/2024,Seattle,WA,Antisemitic Incident:Harassment,,,,"An individual yelled, ""Jew"" at a Jewish person at Pike Place Market.",
64686,5/4/2024,Manhattan,NY,Antisemitic Incident:Harassment,,,,"A flier was distributed at New York University that read: ""As for the resistance: strike them everywhere...To enemies: The time of calm you sing of will not return...You will not find truce from us -- The Lions Den."" The Lions Den is a Palestinian militant group.",
65460,5/4/2024,Edwardsville,IL,Antisemitic Incident:Harassment,,,,"At an anti-Israel protest at Southern Illinois University, Edwardsville, protesters held signs with messages that included: ""Intifada until Victory"" and ""Christians for the Intifada.""",
65461,5/4/2024,Chicago,IL,Antisemitic Incident:Harassment,,,,"At an anti-Israel encampment at the School of the Art Institute of Chicago, demonstrators displayed messages that included: ""By any means necessary"" and ""From Palestine to Cleveland, we need real revolution."" Protesters also used chalk to write: ""Long live the Intifada.""",
65462,5/4/2024,Auburn,AL,Antisemitic Incident:Harassment,,,,"At an anti-Israel demonstration at Auburn University, protesters held signs with messages that included: ""Gaza's blood is on your hands; Hitler would be proud.""",
65463,5/4/2024,Kent,OH,Antisemitic Incident:Harassment,,,,"At an anti-Israel rally at Kent State University, protesters chanted, ""From the water to the water [Jordan River to the Mediterranean Sea], Palestine is Arab"" (in Arabic).",
65464,5/4/2024,Chicago,IL,Antisemitic Incident:Harassment,,,,"At an anti-Israel rally at the University of Chicago, protesters chanted: ""Intifada, Intifada; Long live the Intifada,"" ""There is only one solution; Intifada, revolution"" and ""From the river to the sea, Palestine will be free.""",
65465,5/4/2024,Portland,ME,Antisemitic Incident:Harassment,,,,"At an anti-Israel protest on the campus of the University of Southern Maine, protesters held signs with messages that included: ""Whoever is in solidarity with our corpses but not our rockets is a hypocrite,"" ""If you don't like the resistance, end the occupation"" and ""Resist"" (with inverted red triangle imagery).",
65466,5/4/2024,Orlando,FL,Antisemitic Incident:Harassment,,,,"At an anti-Israel rally at the University of Central Florida, protesters displayed signs with imagery that included a depiction of Leila Khaled, a leader of the U.S.-designated terror group Popular Front for the Liberation of Palestine (PFLP).",
65679,5/4/2024,Needham,MA,Antisemitic Incident:Harassment,,,,"Hand-written notes were placed on the fence and traffic pole in front of an identifiably Jewish home reading: ""Intifada"" and ""From the river to the sea, Palestine will be free.""",
65680,5/4/2024,Boise,ID,Antisemitic Incident:Vandalism,,,,"""Harm Jew"" was spray-painted in the restroom of a restaurant.",
65681,5/4/2024,St. Louis,MO,Antisemitic Incident:Assault,,,,"An individual in a passing car yelled, ""Free Palestine"" and threw a drink at two visibly Jewish men.",
65699,5/4/2024,Southfield,MI,Antisemitic Incident:Harassment,,,,An individual approached a Jewish person and yelled antisemitic slurs in a public area.,
65700,5/4/2024,Sandusky,OH,Antisemitic Incident:Vandalism,,,,"An underpass was vandalized with spray-painted messages that included swastikas, ""Hitler was right,"" ""White lives matter,"" ""1488"" and the web address of a white supremacist website.",
65740,5/4/2024,WA,DC,Antisemitic Incident:Harassment,,,,An unknown individual placed a Palestinian flag at the entrance of a synagogue.,
65786,5/4/2024,Chicago,IL,Antisemitic Incident:Harassment,,,,"A Jewish person asked to pet an individual's dog. The individual initially agreed, but when she saw the victim's Star of David necklace, she stated, ""Never mind, you'd probably kill it, bitch.""",
65790,5/4/2024,Teaneck,NJ,Antisemitic Incident:Harassment,,,,"An individual yelled, ""Kikes"" at a group of Jewish people walking home from synagogue.",
65925,5/4/2024,Madison,WI,Antisemitic Incident:Harassment,,,,"Messages were left in chalk in downtown Madison that read: ""Power to al-Qassam,"" ""Power to Hezbollah,"" ""al-Qassam you make us proud, kill another soldier now,"" ""Power to Ansrallah [Houthis] Seize them All,"" ""Down with 'Israel' down with 'USA'"" and ""All cops are Zionists.""",
65937,5/4/2024,INpolis,IN,Antisemitic Incident:Harassment,,,,"Fliers were posted on a Little Free Library that read: ""It's not left vs. right. It's Jews against you"" and ""The Holocaust is a lie. 6 million did not die.""",
66068,5/4/2024,Syracuse,NY,Antisemitic Incident:Assault,,,,An individual performed a Nazi salute and punched a student in the face at Syracuse University.,
66444,5/4/2024,Scottsboro,AL,White Supremacist Event,,,"Aryan Freedom Network (AFN),United Klan Nation","The neo-Nazi group Aryan Freedom Network, in conjunction with the United Klan Nation of the Ku Klux Klan, held their ""Dixie Unity Rally.""",
66837,5/4/2024,Ann Arbor,MI,Antisemitic Incident:Harassment,,,,Individuals associated with the antisemitic and anti-Israel group Witness for Peace protested outside a synagogue during shabbat services.,
64011,5/3/2024,Fort Collins,CO,Antisemitic Incident:Vandalism,,,,"A sign on the campus of Colorado State University was painted over with the words: ""Zionism Prohibited"" and a Palestinian flag.",
64013,5/3/2024,Silver Lake,CA,Antisemitic Incident:Vandalism,,,,A swastika was scratched onto an apartment building.,
64059,5/3/2024,Pittsburgh,PA,Antisemitic Incident:Vandalism,,,,"""From the river to the sea"" was spray-painted on a bridge.",
64761,5/3/2024,Portland,OR,Antisemitic Incident:Vandalism,,,,"Anti-Israel protesters caused extensive damage to a library at Portland State University, including leaving graffiti with messages that included: ""Zionists die,"" ""Any form of anti-imperial resistance is justified,"" ""Intifada"" and ""Kill your local congressman.""",
64838,5/3/2024,Philadelphia,PA,Antisemitic Incident:Harassment,,,,An anti-Israel protester at the University of Pennsylvania made a threatening gesture towards a passing Jewish student on their way to Shabbat services.,
64873,5/3/2024,Bethlehem,PA,Antisemitic Incident:Vandalism,,,,"Graffiti was found spray-painted on the Lehigh University campus that read: ""From the river to the sea, Palestine will be free.""",
64959,5/3/2024,Seattle,WA,Antisemitic Incident:Vandalism,,,,"A sticker was found pasted on a building on the University of Washington campus that read: ""Zionists fuck off.""",
65452,5/3/2024,Honolulu,HI,Antisemitic Incident:Harassment,,,,"At an anti-Israel demonstration at the University of Hawai'i, protesters held signs with messages that included: ""Resistance is justified when people are occupied.""",
65453,5/3/2024,Madison,WI,Antisemitic Incident:Harassment,,,,"At an anti-Israel rally at the University of Wisconsin, Madison, protesters displayed messages that included: ""From the river to the sea, Palestine will be free"" and ""Respect existence or expect resistance.""",
65454,5/3/2024,Bronx,NY,Antisemitic Incident:Harassment,,,,"At an anti-Israel rally at Fordham University, protesters chanted, ""There is only one solution; Intifada, revolution.""",
65455,5/3/2024,Manhattan,NY,Antisemitic Incident:Harassment,,,,"Anti-Israel protesters picketed a Shabbat dinner hosted by the New York University Hillel. A protester held a sign with the logo of the U.S.-designated terror group Popular Front for the Liberation of Palestine (PFLP), alongside an image of PFLP member Ahmad Sa'adat.",
65457,5/3/2024,Baton Rouge,LA,Antisemitic Incident:Harassment,,,,"At an anti-Israel rally at Louisiana State University, protesters held signs with messages that included: ""From the river to the sea, Palestine will be free.""",
65458,5/3/2024,Athens,GA,Antisemitic Incident:Harassment,,,,"At an anti-Israel rally at the University of Georgia, protesters held signs with messages that included: ""End Zionism.""",
65459,5/3/2024,Akron,OH,Antisemitic Incident:Harassment,,,,"At an anti-Israel demonstration at the University of Akron, protesters held signs with messages that included: ""Existence is resistance"" and ""Decolonize.""",
65675,5/3/2024,Atlanta,GA,Antisemitic Incident:Harassment,,,,"An individual signed up for the email list of a Jewish non-profit with the name ""Adolf Hitler"" and an email address with the domain ""killjews.com.""",
65677,5/3/2024,Silverhill,AL,Antisemitic Incident:Harassment,,,Goyim Defense League (GDL),"Individuals associated with the antisemitic Goyim Defense League distributed fliers in a residential area that read: ""Every single aspect of the media is Jewish,"" ""Every single aspect of mass immigration is Jewish"" and ""Every single aspect of the slave trade was Jewish.""",
65687,5/3/2024,Turnersville,NJ,Antisemitic Incident:Harassment,,,,"An individual stated to their employee that, ""every war needs a Final Solution"" and that ""Netanyahu is not better than Hitler.""",
65773,5/3/2024,Dunwoody,GA,Antisemitic Incident:Harassment,,,,"A Jewish community center received a phone call from an individual who accused Jewish people of being racist and stated, ""6 million was not enough,"" ""Hitler should have finished the job"" and ""Jews were scum.""",
66372,5/3/2024,Spokane,WA,Antisemitic Incident:Vandalism,Right Wing (White Supremacist),,Patriot Front (PF),"Patriot Front, a white supremacist group, distributed propaganda and spray-painted stencils with messages that read: ""America first,"" ""Our tradition is revolution,"" ""No more foreign wars,"" ""Patriot Front"" and ""No Zionists in government, we serve one nation.""",
66835,5/3/2024,Manhattan,NY,Antisemitic Incident:Harassment,,,,"A college student received threatening antisemitic messages on Instagram from a classmate, including a message calling the victim, ""Kike.""",
66836,5/3/2024,Montrose,TX,Antisemitic Incident:Vandalism,,,,Swastika graffiti was left inside of vacant homes.,
63944,5/2/2024,Evanston,IL,Antisemitic Incident:Harassment,,,,"A student at Northwestern University yelled, ""Jews go home"" at a passing student.",
63979,5/2/2024,Houston,TX,Antisemitic Incident:Vandalism,,,,Several swastikas were spray-painted onto vacant houses in a residential neighborhood.,
63982,5/2/2024,Philadelphia,PA,Antisemitic Incident:Harassment,,,Goyim Defense League (GDL),"Individuals associated with the antisemitic Goyim Defense League distributed propaganda at a Jewish history museum that read: ""Every single aspect of the media is Jewish.""",
63988,5/2/2024,Los Angeles,CA,Antisemitic Incident:Harassment,,,,"An individual called a kosher restaurant and stated, ""Fuck n-----s and fuck Jews...all your n----r employees are going to die.""",
64049,5/2/2024,Las Vegas,NV,Antisemitic Incident:Vandalism,,,,"The gate of a Jewish school was vandalized with ""Hitler!"" and ""Free Palestine!""",
64219,5/2/2024,Oak Park,MI,Antisemitic Incident:Harassment,,,,"An individual in a car shouted, ""How you doing, baby killer?"" and ""Fucking bitch"" at someone entering a synagogue. Later, as the victim exited the synagogue, the individual shouted about Gaza and Palestinians, and referred to himself as a ""Jew hater.""",
64861,5/2/2024,New Brunswick,NJ,Antisemitic Incident:Vandalism,,,,A student wrote antisemitic messages in a classroom on the Rutgers University campus.,
64865,5/2/2024,Lewiston,ME,Antisemitic Incident:Harassment,,,,"A student at Bates College received threatening and antisemitic messages from classmates in reaction to her support for Israel, including: ""Big nose mafia going to cancel me but man you know who should've finished the job.""",
64883,5/2/2024,Towson,MD,Antisemitic Incident:Harassment,,,,"During a lecture at Towson University, a professor made several antisemitic statements, including, ""Jews are too defensive about the Holocaust and antisemitism.""",
64927,5/2/2024,Los Angeles,CA,Antisemitic Incident:Vandalism,,,,"A Jewish student's campaign sign running for student government at the University of California, Los Angeles was vandalized with: ""Fuck Zionism.""",
65438,5/2/2024,Orange,CA,Antisemitic Incident:Harassment,,,,"At an anti-Israel encampment at Chapman University, protesters displayed messages that included: ""From the river to the sea.""",
65439,5/2/2024,Manhattan,NY,Antisemitic Incident:Harassment,,,,"At an anti-Israel encampment at the School of Visual Arts, protesters demanded that the university ""cut ties with Hillel International and any other Zionist institutions"" and that ""the school doesn't foster a space for Zionist organizations such as Hillel."" They also displayed messages that included: ""From the river to the sea.""",
65440,5/2/2024,Milwaukee,WI,Antisemitic Incident:Harassment,,,,"At an anti-Israel rally at Marquette University, protesters held signs with messages that included: ""Resistance against occupation is a human right"" and ""From the river to the sea, Palestine will be free.""",
65441,5/2/2024,Milwaukee,WI,Antisemitic Incident:Harassment,,,,"At an anti-Israel rally at the University of Wisconsin, Milwaukee, protesters chanted, ""There is only one solution; Intifada, revolution.""",
65442,5/2/2024,Bryn Mawr,PA,Antisemitic Incident:Harassment,,,,"At an anti-Israel rally at Bryn Mawr College, protesters held signs with messages that included: ""From the river to the sea.""",
65443,5/2/2024,Long Beach,CA,Antisemitic Incident:Harassment,,,,"At an anti-Israel rally at California State University, Long Beach, protesters displayed signs with messages that included: ""Zionists rot in hell,"" ""Zionism is racism"" and ""Zionism is fascism.""",
65444,5/2/2024,Cullowhee,NC,Antisemitic Incident:Harassment,,,,"At an anti-Israel rally at Western Carolina University, protesters held signs with messages that included: ""Divest Zionism.""",
65445,5/2/2024,Richmond,IN,Antisemitic Incident:Harassment,,,,"An anti-Israel display was set up at Earlham College, with messages that included: ""Exist resist return,"" ""Respect existence or expect resistance"" and ""From the river to the sea.""",
65448,5/2/2024,Washington,DC,Antisemitic Incident:Harassment,,,,"At an anti-Israel protest at George Washington University, protesters shouted: ""There is only one solution; Intifada, revolution"" and ""Say it loud, say it clear, we don't want no Zionists here."" One protester yelled, ""We don't want no rats here"" toward counter-protesters holding Israeli and American flags.",
65449,5/2/2024,San Francisco,CA,Antisemitic Incident:Harassment,,,,"At an anti-Israel rally at Santa Rosa Junior College, protesters held signs with messages that included: ""Crush Zionism,"" ""Zionists = Nazis,"" ""Get out Zionists"" and chanted, ""From the river to the sea, Palestine will be free.""",
65450,5/2/2024,University,MS,Antisemitic Incident:Harassment,,,,"At an anti-Israel demonstration at the University of Mississippi, protesters held signs with messages that included: ""From the river to the sea, Palestine will be free"" and ""Divest?end academic partnership and study abroad programs with Israel [sic].""",
65670,5/2/2024,Seattle,WA,Antisemitic Incident:Harassment,,,,"An individual harassed a victim at a light rail station, shouting, ""Fucking Jew,"" ""Kike"" and ""Baby Killer.""",
65671,5/2/2024,Brooklyn,NY,Antisemitic Incident:Vandalism,,,,A swastika was drawn on an Avenue M subway platform.,
65672,5/2/2024,Monticello,NY,Antisemitic Incident:Vandalism,,,,Swastikas and antisemitic messages were drawn in a restroom at a high school.,
65673,5/2/2024,Chicago,IL,Antisemitic Incident:Harassment,,,,"An individual stated, ""Fucking entitled Jew,"" to a Jewish person wearing a Star of David necklace.",
65678,5/2/2024,Walnut,CA,Antisemitic Incident:Assault,,,,"A Jewish student was shoved by a classmate who stated, ""dirty Jew.""",
65684,5/2/2024,Boston,MA,Antisemitic Incident:Harassment,,,,"An individual shouted, ""Why are you letting a kike teach you?"" at a group of elementary school students and their teacher, who was wearing a Star of David necklace.",
65691,5/2/2024,Fresno,CA,Antisemitic Incident:Harassment,,,,"Individuals using a van displaying the words ""Repent or perish"" posted fliers reading: ""The end is near,"" ""Prepare for judgment"" and ""God loves you.""",
65708,5/2/2024,KS City,MO,Antisemitic Incident:Vandalism,,,,"A Jewish-owned business was vandalized with: ""Glory to Gaza"" and swastikas.",
65733,5/2/2024,Brooklyn,NY,Antisemitic Incident:Harassment,,,,"An elementary school student told a Jewish classmate that he should, ""go to a Nazi camp"" and ""go to a concentration camp.""",
66067,5/2/2024,Bryn Mawr,PA,Antisemitic Incident:Harassment,,,,"A message was written in chalk on the ground in front of the Bryn Mawr College Library that read: ""No more money 4 Israel's crime"" with the ""a"" in ""Israel"" replaced by a Star of David.",
66083,5/2/2024,WA,DC,Antisemitic Incident:Harassment,,,,"A Jewish Federation office received an antisemitic email from a known individual that read: ""A VERMIN TRASH FILTHY JEWISH KIKE.""",
66084,5/2/2024,Cranston,RI,Antisemitic Incident:Harassment,,,,"A synagogue received an antisemitic phone call from an individual who stated, ""Your people are animals. They're barbarians committing genocide and ethnic cleansing. And they have been doing it for decades, and then you all scream, 'Antisemitism, antisemitism!' You're animals. You need to be wiped off the face of the earth.""",
66833,5/2/2024,Mankato,MN,Antisemitic Incident:Harassment,,,,"At an anti-Israel encampment at Minnesota State University, Mankato, protesters displayed messages that included: ""Resistance is justified under apartheid.""",
66834,5/2/2024,Queens,NY,Antisemitic Incident:Vandalism,,,,A red swastika was drawn on the door of a vacant housing unit.,
68386,5/2/2024,Portland,OR,Terrorist Plot/Attack,Left Wing,,,"One or more persons set a fire that destroyed 17 police vehicles belonging to the Portland Police Bureau. Following the attack, a purported group calling itself ""Rachel Corrie's Ghost Brigade"" claimed credit for the attack, saying that it was in support of the recent occupation by pro-Palestinian demonstrators of the Portland State University library. The communique also proclaimed, ""Let 10 million cop cars burn!""",
63942,5/1/2024,Los Angeles,CA,Antisemitic Incident:Harassment,,,,"An individual sent an email to Hillel staff at the University of California, Los Angeles, that read: ""Dear Jew-Nazis, University of California, Los Angeles Jew-nazis attacked in the middle of the night while police watched, just like the West Bank. Jews are not a Race, they have no DNA right of return, no religious right of return. 1 State from river to sea, with a Jewish minority is de facto, soon to be de jure.""",
63959,5/1/2024,Redlands,CA,Antisemitic Incident:Harassment,,,,A synagogue received an antisemitic bomb threat.,
63977,5/1/2024,Lancaster,CA,Antisemitic Incident:Harassment,,,,A synagogue received an antisemitic bomb threat.,
63997,5/1/2024,Pleasanton,CA,Antisemitic Incident:Harassment,,,,A synagogue received an antisemitic bomb threat.,
64005,5/1/2024,Doylestown,PA,Antisemitic Incident:Harassment,,,,"A photo was sent on Snapchat of a student performing a Nazi salute with the caption: ""#fuckthejews.""",
64051,5/1/2024,Davis,CA,Antisemitic Incident:Harassment,,,,A synagogue received an antisemitic bomb threat.,
64079,5/1/2024,San Francisco,CA,Antisemitic Incident:Harassment,,,,A synagogue received antisemitic bomb threat. (This incident represents one of two synagogues targeted in a day).,
64084,5/1/2024,Berkeley,CA,Antisemitic Incident:Harassment,,,,A synagogue received an antisemitic bomb threat.,
64086,5/1/2024,Dana point,CA,Antisemitic Incident:Harassment,,,,"A teacher allegedly displayed student drawings of swastikas, Adolf Hitler and Nazi death camps in a Spanish classroom.",
64090,5/1/2024,Churchville,PA,Antisemitic Incident:Vandalism,,,,Swastika graffiti was located on the playground of an elementary school.,
64113,5/1/2024,Calabasas,CA,Antisemitic Incident:Harassment,,,,A synagogue received an antisemitic bomb threat.,
64126,5/1/2024,San Diego,CA,Antisemitic Incident:Harassment,,,,A synagogue received an antisemitic bomb threat.,
64131,5/1/2024,Morgan Hill,CA,Antisemitic Incident:Harassment,,,,A synagogue received an antisemitic bomb threat.,
64135,5/1/2024,New Haven,CT,Antisemitic Incident:Harassment,,,,"A sticker was placed in front of city hall that read: ""Too drunk on the blood of the oppressed? Friends don't let friends commit genocide.""",
64160,5/1/2024,Los Angeles,CA,Antisemitic Incident:Harassment,,,,A synagogue received an antisemitic bomb threat.,
64166,5/1/2024,Los Altos Hills,CA,Antisemitic Incident:Harassment,,,,A synagogue received an antisemitic bomb threat.,
64178,5/1/2024,Santa Monica,CA,Antisemitic Incident:Harassment,,,,A synagogue received an antisemitic bomb threat.,
64188,5/1/2024,Victorville,CA,Antisemitic Incident:Harassment,,,,A synagogue received an antisemitic bomb threat.,
64201,5/1/2024,San Francisco,CA,Antisemitic Incident:Harassment,,,,A synagogue received an antisemitic bomb threat. (This incident represents one of two synagogues targeted in a day).,
64206,5/1/2024,Carlisle,PA,Antisemitic Incident:Harassment,,,,"A flier was posted on the Center for Jewish Life at Dickinson College that read: ""Justice 4 Ukraine is you Jews hanging from a noose. Tikkun Olam, bitches.""",
64209,5/1/2024,Carmel,IN,Antisemitic Incident:Harassment,,,,An unknown sender emailed a photo of a dead Palestinian child to a Jewish fraternity.,
64217,5/1/2024,Big Bear,CA,Antisemitic Incident:Harassment,,,,A synagogue received an antisemitic bomb threat.,
64222,5/1/2024,Carmichael,CA,Antisemitic Incident:Harassment,,,,A synagogue received an antisemitic bomb threat.,
64223,5/1/2024,Napa,CA,Antisemitic Incident:Harassment,,,,A synagogue received an antisemitic bomb threat.,
64230,5/1/2024,Walnut Creek,CA,Antisemitic Incident:Harassment,,,,A synagogue received an antisemitic bomb threat.,
64596,5/1/2024,Atlanta,GA,Antisemitic Incident:Harassment,,,Goyim Defense League (GDL),"Individuals associated with the antisemitic Goyim Defense League distributed antisemitic propaganda in a residential area that read: ""It's not left vs right, it's Jews against you,"" ""Every single aspect of mass immigration is Jewish,"" ""Every single aspect of communism is Jewish"" and ""Every single aspect of the media is Jewish."" ",
64762,5/1/2024,Philadelphia,PA,Antisemitic Incident:Harassment,,,,"Students at Moore College of Art &amp; Design sent an email to the university's president requesting that the school cancel an event at the Weitzman Museum of American Jewish History. The email described the museum as ""a historically pro-Israel and Zionist institution"" that ""actively promotes genocide."" The email also included the slogan: ""From the river to the sea.""",
64899,5/1/2024,Madison,WI,Antisemitic Incident:Harassment,,,,"An individual flashed a knife at a student holding an Israeli flag on the University of Wisconsin-Madison campus and stated, ""Jews shouldn't be on campus.""",
64958,5/1/2024,Los Angeles,CA,Antisemitic Incident:Vandalism,,,,"Swastika graffiti was found in a building on the University of California, Los Angeles.",
