id,date,city,state,type,ideology,subideology,group,description,image
67844,9/28/2024,Princeton,NJ,Antisemitic Incident:Vandalism,,,,"Fliers were pasted around the Princeton University campus that read: ""Death to 'Israel,'"" ""Tel-Aviv will burn,"" ""to free Palestine armed struggle + popular liberation war PFLP"" and ""We support Hamas.""",
67845,9/28/2024,Henderson,NV,Antisemitic Incident:Vandalism,Right Wing (White Supremacist),,Patriot Front (PF),"Patriot Front, a white supremacist group, posted stickers that read: ""America first,"" ""For the nation, against the state,"" ""No Zionists in government, we serve one nation,"" ""American spirit, European blood"" and ""Reclaim America.""",
67846,9/28/2024,Manhattan,NY,White Supremacist Event,Right Wing (White Supremacist),,Patriot Front (PF),"Approximately 13 individuals associated with Patriot Front, a white supremacist group, held a meetup and training event in Central Park.",
67847,9/28/2024,Grove City,OH,White Supremacist Event,Right Wing (White Supremacist),,Blood Tribe,"Approximately 10 individuals associated with the neo-Nazi Blood Tribe, some of them armed, demonstrated at a local Pride festival. Using a bullhorn, Blood Tribe demonstration leader Drake Berentz and march participants shouted homophobic chants at festival attendees.",
67848,9/28/2024,Springfield,OH,Antisemitic Incident:Harassment;White Supremacist Event,Right Wing (White Supremacist),,Blood Tribe,Approximately 10 individuals associated with the neo-Nazi Blood Tribe demonstrated at City Hall and in front of the mayor's home waving swastika flags.,
67849,9/28/2024,Tulsa,OK,Antisemitic Incident:Vandalism,Right Wing (White Supremacist),,Patriot Front (PF),"Patriot Front, a white supremacist group, posted stickers that read: ""No Zionists in government, we serve one nation,"" ""America first"" and ""Not stolen, conquered.""",
67850,9/28/2024,Grants Pass,OR,Antisemitic Incident:Harassment,,,,"The head of an organization said angrily to a Jewish employee, ""You bring up your Jewish heritage a lot and you think you are exceptional because of it.""",
67851,9/28/2024,Portland,OR,Antisemitic Incident:Vandalism,,,,"Graffiti was spray-painted on a wall that read: ""Zionism = Nazism"" and ""Zionism is evil.""",
67852,9/28/2024,Pittsburgh,PA,Antisemitic Incident:Harassment,Right Wing (White Supremacist),,Order of the Black Sun (OBS),"Two white supremacist banners were hung from two bridges. The banners were antisemitic, anti-immigrant, anti-antifa and pro-Hitler. White supremacist fliers were also distributed as well as white supremacist stickers placed around town.",
67853,9/28/2024,Sioux Falls,SD,Antisemitic Incident:Vandalism,Right Wing (White Supremacist),,Patriot Front (PF),"Patriot Front, a white supremacist group, posted stickers that read: ""No Zionists in government, we serve one nation"" ""American by blood"" and ""Revolution is our tradition.""",
67854,9/28/2024,Morgan,UT,White Supremacist Event,Right Wing (White Supremacist),,Active Clubs,"Approximately six individuals associated with Wasatch Active Club, a white supremacist group, held a meetup at East Canyon State Park.",
67855,9/28/2024,Bowling Green,VA,Antisemitic Incident:Vandalism,Right Wing (White Supremacist),,Patriot Front (PF),"Patriot Front, a white supremacist group, posted stickers that read: ""Forward for a new American nation state,"" ""No Zionists in government, we serve one nation,"" ""American by blood"" and ""One nation, against invasion.""",
67856,9/28/2024,Thornburg,VA,Antisemitic Incident:Vandalism,Right Wing (White Supremacist),,Patriot Front (PF),"Patriot Front, a white supremacist group, posted stickers that read: ""Forward for a new American nation state,"" ""Defend American labor,"" ""Better dead than red"" and ""No Zionists in government, we serve one nation.""",
67857,9/28/2024,Crowheart,WY,Antisemitic Incident:Vandalism,Right Wing (White Supremacist),,Patriot Front (PF),"Patriot Front, a white supremacist group, posted stickers that read: ""Better dead than red,"" ""Defend American labor"" and ""No Zionists in government, we serve one nation.""",
67802,9/27/2024,Birmingham,AL,White Supremacist Event,Right Wing (White Supremacist),,Patriot Front (PF),"Approximately six individuals associated with Patriot Front, a white supremacist group, held a banner drop that read: ""Reclaim America"" and advertised the group's website.",
67803,9/27/2024,San Diego,CA,Antisemitic Incident:Vandalism,Right Wing (White Supremacist),,Patriot Front (PF),"Patriot Front, a white supremacist group, posted stickers that read: ""Revolution is our tradition,"" ""One nation against invasion,"" ""Life liberty victory"" and ""No Zionists in government we serve one nation.""",
67804,9/27/2024,Santa Barbara,CA,Antisemitic Incident:Vandalism,Right Wing (White Supremacist),,Patriot Front (PF),"Patriot Front, a white supremacist group, posted stickers that read: ""Life of our nation, liberty of our people, victory of the American spirit,"" ""No Zionists in government, we serve one nation"" and ""Revolution is our tradition.""",
67805,9/27/2024,Denver,CO,Antisemitic Incident:Vandalism,Right Wing (White Supremacist),,Patriot Front (PF),"Patriot Front, a white supremacist group, posted stickers that read: ""Better dead than red,"" ""American spirit, European blood,"" ""No Zionists in government, we serve one nation,"" ""American by blood"" and ""Reclaim America.""",
67806,9/27/2024,Fort Collins,CO,Antisemitic Incident:Vandalism,Right Wing (White Supremacist),,Patriot Front (PF),"Patriot Front, a white supremacist group, posted stickers that read: ""Strong families strong nations,"" ""No Zionists in government we serve one nation,"" ""United we stand"" and ""Reject poison.""",
67807,9/27/2024,Westminster,CO,Antisemitic Incident:Vandalism,Right Wing (White Supremacist),,Patriot Front (PF),"Patriot Front, a white supremacist group, posted stickers and spray-painted stencils that read: ""Not stolen, conquered,"" ""America first,"" ""Not stolen, conquered,"" ""Strong families, strong nations"" and ""No Zionists in government, we serve one nation.""",
67808,9/27/2024,Wilmington,DE,Antisemitic Incident:Vandalism,Right Wing (White Supremacist),,Patriot Front (PF),"Patriot Front, a white supremacist group, posted stickers that read: ""Defend American labor"" ""No more foreign wars"" ""United we stand"" and ""No Zionists in government, we serve one nation.""",
67809,9/27/2024,Alachua,FL,Antisemitic Incident:Vandalism,Right Wing (White Supremacist),,Patriot Front (PF),"Patriot Front, a white supremacist group, posted stickers that read: ""Life, liberty, victory,"" ""No Zionists in government, we serve one nation,"" ""Better dead than red"" and ""United we stand.""",
67810,9/27/2024,Joliet,IL,Antisemitic Incident:Vandalism,Right Wing (White Supremacist),,Patriot Front (PF),"Patriot Front, a white supremacist group, posted stickers that read: ""No Zionists in government, we serve one nation"" ""Strong families, strong nations"" and ""Free occupied America.""",
67811,9/27/2024,Baton Rouge,LA,Antisemitic Incident:Vandalism,Right Wing (White Supremacist),,Patriot Front (PF),"Patriot Front, a white supremacist group, posted stickers that read: ""No Zionists in government, we serve one nation,"" ""Life of our nation, liberty of our people, victory of the American spirit,"" ""Better dead than red"" and ""Patriot Front.""",
67812,9/27/2024,Boston,MA,Antisemitic Incident:Vandalism,Right Wing (White Supremacist),,Patriot Front (PF),"Patriot Front, a white supremacist group, posted stickers that read: ""No Zionists in government, we serve one nation,"" ""To ourselves and our posterity"" and ""United we stand.""",
67813,9/27/2024,Crofton,MD,Antisemitic Incident:Vandalism,Right Wing (White Supremacist),,Patriot Front (PF),"Patriot Front, a white supremacist group, posted stickers that read: ""American by blood,"" ""No Zionists in government, we serve one nation,"" ""Free occupied America"" and ""One nation, against invasion.""",
67814,9/27/2024,Millersville,MD,Antisemitic Incident:Vandalism,Right Wing (White Supremacist),,Patriot Front (PF),"Patriot Front, a white supremacist group, posted stickers that read: ""America first,"" ""American by blood,"" ""Free occupied America"" and ""No Zionists in government, we serve one nation.""",
67815,9/27/2024,Sterling Heights,MI,Antisemitic Incident:Vandalism,Right Wing (White Supremacist),,Patriot Front (PF),"Patriot Front, a white supremacist group, posted stickers that read: ""One nation, against invasion,"" ""No Zionists in government, we serve one nation,"" ""Revolution is tradition"" and ""Not stolen, conquered.""",
67816,9/27/2024,Saint Paul,MN,Antisemitic Incident:Vandalism,Right Wing (White Supremacist),,Patriot Front (PF),"Patriot Front, a white supremacist group, posted stickers that read: ""No Zionists in government, we serve one nation,"" ""Life, liberty, victory,"" ""Better dead than red"" and ""Not stolen, conquered.""",
67817,9/27/2024,West Saint Paul,MN,Antisemitic Incident:Vandalism,Right Wing (White Supremacist),,Patriot Front (PF),"Patriot Front, a white supremacist group, posted stickers that read: ""For a new American nation state,"" ""No Zionists in government, we serve one nation,"" ""Life of our nation, liberty of our people, victory of the American spirit"" and ""Better dead than red.""",
67818,9/27/2024,Blowing Rock,NC,Antisemitic Incident:Vandalism,Right Wing (White Supremacist),,Patriot Front (PF),"Patriot Front, a white supremacist group, posted stickers that read: ""No Zionists in government, we serve one nation,"" ""Free occupied America,"" ""United we stand"" and ""Strong families strong nations.""",
67819,9/27/2024,North Las Vegas,NV,Antisemitic Incident:Vandalism,,,,Swastika graffiti was drawn on a sign in a public park.,
67820,9/27/2024,Brooklyn,NY,Antisemitic Incident:Harassment,,,,"An individual yelled, ""Free Palestine"" at a visibly Jewish person on the street.",
67821,9/27/2024,Middle Island,NY,Antisemitic Incident:Vandalism,Right Wing (White Supremacist),,Patriot Front (PF),"Patriot Front, a white supremacist group, posted stickers that read: ""Reclaim America,"" ""Strong families, strong nations,"" ""Free occupied America"" and ""No Zionists in government, we serve one nation.""",
67822,9/27/2024,Allentown,PA,Antisemitic Incident:Harassment,,,,"Students at a Jewish day school were harassed by occupants of a passing school bus, who shouted, ""Palestine"" at them.",
67823,9/27/2024,Dallastown,PA,Antisemitic Incident:Vandalism,Right Wing (White Supremacist),,Patriot Front (PF),"Patriot Front, a white supremacist group, posted stickers that read: ""No Zionists in government, we serve one nation"" ""One nation, against invasion"" and ""American by blood.""",
67824,9/27/2024,Atoka,TN,White Supremacist Event,Right Wing (White Supremacist),,Patriot Front (PF),"Approximately seven individuals associated with Patriot Front, a white supremacist group, held a meetup and hiking event.",
67825,9/27/2024,La Vergne,TN,Antisemitic Incident:Vandalism,Right Wing (White Supremacist),,Patriot Front (PF),"Patriot Front, a white supremacist group, posted stickers and spray-painted stencils that read: ""Life, liberty, victory,"" ""For a new American nation state,"" ""America first"" and ""No Zionists in government, we serve one nation.""",
67826,9/27/2024,Salt Lake City,UT,Antisemitic Incident:Vandalism,Right Wing (White Supremacist),,Patriot Front (PF),"Patriot Front, a white supremacist group, posted stickers that read: ""No Zionists in government, we serve one nation,"" ""We dare to defend our rights"" and ""Life of our nation, liberty of our people, victory of the American spirit.""",
67827,9/27/2024,Richmond,VA,Antisemitic Incident:Vandalism,Right Wing (White Supremacist),,Patriot Front (PF),"Patriot Front, a white supremacist group, distributed propaganda and posted stickers that read: ""No more foreign wars,"" ""Strong families, strong nations,"" ""One nation, against invasion,"" ""No Zionists in government, we serve one nation"" and ""Reject poison.""",
67828,9/27/2024,La Crosse,WI,Antisemitic Incident:Vandalism,Right Wing (White Supremacist),,Patriot Front (PF),"Patriot Front, a white supremacist group, posted stickers that read: ""No Zionists in government, we serve one nation,"" ""Life of our nation, liberty of our people, victory of the American spirit"" and ""Not stolen, conquered.""",
67829,9/27/2024,Waukesha,WI,Antisemitic Incident:Vandalism,Right Wing (White Supremacist),,Patriot Front (PF),"Patriot Front, a white supremacist group, posted stickers that read: ""No Zionists in government, we serve one nation,"" ""America first"" and ""Forward for a new American nation state.""",
67830,9/27/2024,Wausau,WI,Antisemitic Incident:Vandalism,Right Wing (White Supremacist),,Patriot Front (PF),"Patriot Front, a white supremacist group, posted stickers that read: ""Patriot Front,"" ""No Zionists in government we serve one nation"" and ""American spirit European blood.""",
67831,9/27/2024,Jackson Hole,WY,Antisemitic Incident:Vandalism,Right Wing (White Supremacist),,Patriot Front (PF),"Patriot Front, a white supremacist group, posted stickers that read: ""American by blood,"" ""No Zionists in government, we serve one nation"" and ""America first.""",
67797,9/26/2024,Baton Rouge,LA,Antisemitic Incident:Harassment,Right Wing (White Supremacist),,Goyim Defense League (GDL),"Individuals associated with the antisemitic Goyim Defense League distributed propaganda around a residential neighborhood that read: ""Every single aspect of mass migration is Jewish"" and ""Every single aspect of Epstein is Jewish.""",
67798,9/26/2024,Brooklyn,NY,Antisemitic Incident:Harassment,,,,"An individual was called a ""Gay ass Jew"" and a ""Faggot"" by three passersby.",
67799,9/26/2024,Manhattan,NY,Antisemitic Incident:Harassment,,,,"A Jewish individual wearing a Star of David necklace outside of an anti-Israel rally was approached by a man who called him a ""Jew faggot"" twice and when questioned, responded, ""Because Hitler didn't finish you all off.""",
67800,9/26/2024,Mineola,NY,Antisemitic Incident:Vandalism,,,,Swastika graffiti was drawn on the wall of a bathroom stall at a high school.,
67801,9/26/2024,Glen Mills,PA,Antisemitic Incident:Harassment,,,,A Jewish high school student was bullied by a classmate who took his belongings and called him an antisemitic slur.,
67792,9/25/2024,La Mesa,CA,Antisemitic Incident:Vandalism,,,,Swastika graffiti was spray-painted in the parking lot outside a shopping mall.,
67793,9/25/2024,Lebanon,NH,Antisemitic Incident:Vandalism,Right Wing (White Supremacist),,Patriot Front (PF),"Patriot Front, a white supremacist group, posted stickers that read: ""Reclaim America,"" ""American by blood,"" ""American spirit, European blood"" and ""No Zionists in government, we serve one nation.""",
67794,9/25/2024,Youngstown,OH,White Supremacist Event,Right Wing (White Supremacist),,Patriot Front (PF),"Approximately six individuals associated with Patriot Front, a white supremacist group, dropped a banner over an overpass near Youngstown State University that read: ""Deport Invaders."" The group also distributed propaganda that read: ""Life of Our Nation, Liberty of Our People, Victory of the American Spirit"" and ""Strong Families, Strong Nations.""",
67795,9/25/2024,Allentown,PA,Antisemitic Incident:Harassment,,,,"A synagogue director received a voice message from an individual who said, ""Blacks are the real Jews.""",
67796,9/25/2024,Vancouver,WA,Antisemitic Incident:Vandalism,Right Wing (White Supremacist),,Patriot Front (PF),"Patriot Front, a white supremacist group, posted stickers that read: ""American by blood,"" ""Life, liberty, victory"" and ""No Zionists in government, we serve one nation.""",
68403,9/25/2024,Santa Maria,CA,Terrorist Plot/Attack,Right-Wing (Anti-Government),,,"Prosecutors charged Nathanial James McGuire on numerous counts after he allegedly set off an improvised explosive device at a California courthouse. Six people suffered minor injuries. After the bombing, McGuire allegedly shouted that the government had taken his guns and people needed to rise up and rebel. In a video of his arrest posted to social media, McGuire allegedly called people traitors and told them not to violate the Constitution. When police searched his car, they reportedly discovered more firearms, another explosive device and ten Molotov cocktails. McGuire had previously been arrested in July after police allegedly seized a loaded concealed but unregistered handgun; he was scheduled to be arraigned on the day of the bombing. In October, federal prosecutors charged McGuire with using a weapon of mass destruction and other charges.",
67770,9/24/2024,Florence,AL,Antisemitic Incident:Vandalism,Right Wing (White Supremacist),,Patriot Front (PF),"Patriot Front, a white supremacist group, posted stickers that read: ""We dare to defend our rights,"" ""Patriot Front,"" ""No Zionists in government, we serve one nation"" and ""American spirit, European blood.""",
67771,9/24/2024,Jacksonville,AL,Antisemitic Incident:Vandalism,Right Wing (White Supremacist),,Patriot Front (PF),"Patriot Front, a white supremacist group, posted stickers that read: ""Life, liberty, victory,"" ""For the nation, against the state,"" ""No Zionists in government, we serve one nation"" and ""Reclaim America.""",
67772,9/24/2024,Tucson,AZ,White Supremacist Event,Right Wing (White Supremacist),,Patriot Front (PF),"Approximately 12 individuals associated with Patriot Front, a white supremacist group, held a meetup and hiking event in Saguaro National Park.",
67773,9/24/2024,Los Angeles,CA,Antisemitic Incident:Harassment,,,,"An individual walked past a yeshiva while screaming, ""I want to kill a Jew.""",
67774,9/24/2024,Colchester,CT,Antisemitic Incident:Vandalism,Right Wing (White Supremacist),,Patriot Front (PF),"Patriot Front, a white supremacist group, posted stickers that read: ""Revolution is tradition"" ""No Zionists in government, we serve one nation"" and ""No more foreign wars.""",
67775,9/24/2024,Washington,DC,Antisemitic Incident:Vandalism,Right Wing (White Supremacist),,Patriot Front (PF),"Patriot Front, a white supremacist group, posted stickers that read: ""No more foreign wars,"" ""No Zionists in government, we serve one nation"" and ""America first.""",
67776,9/24/2024,Casperson Beach,FL,Antisemitic Incident:Vandalism,Right Wing (White Supremacist),,Patriot Front (PF),"Patriot Front, a white supremacist group, posted stickers that read: ""Life, liberty, victory,"" ""No Zionists in government, we serve one nation,"" ""Life of our nation, liberty of our people, victory of the American spirit"" and ""American spirit, European blood.""",
67777,9/24/2024,Port Richey,FL,Antisemitic Incident:Harassment,Right Wing (White Supremacist),,Der Wolfsangel,Individuals associated with the neo-Nazi group Der Wolfsangel distributed antisemitic propaganda featuring swastikas.,
67778,9/24/2024,Ingals Park,IL,Antisemitic Incident:Vandalism,Right Wing (White Supremacist),,Patriot Front (PF),"Patriot Front, a white supremacist group, posted stickers that read: ""No Zionists in government, we serve one nation,"" ""Reject poison,"" ""America first"" and ""For the nation, against the state.""",
67779,9/24/2024,Westminster,MA,Antisemitic Incident:Vandalism,Right Wing (White Supremacist),,Patriot Front (PF),"Patriot Front, a white supremacist group, posted stickers that read: ""No Zionists in government, we serve one nation.""",
67780,9/24/2024,Silver Spring,MD,Antisemitic Incident:Vandalism,,,,A swastika was drawn on a sign on the D.C. Metro.,
67781,9/24/2024,Minneapolis,MN,Antisemitic Incident:Harassment,,,,A synagogue received an antisemitic bomb threat.,
67782,9/24/2024,Kansas City,MO,Antisemitic Incident:Harassment,Right Wing (White Supremacist),,White Lives Matter (WLM),"White Lives Matter, a white supremacist group, distributed propaganda that read: ""End the War on White Children"" and advertised an antisemitic film.",
67783,9/24/2024,Greensboro,NC,Antisemitic Incident:Vandalism,Right Wing (White Supremacist),,Patriot Front (PF),"Patriot Front, a white supremacist group, posted stickers that read: ""We dare to defend our rights,"" ""Reject poison,"" ""Revolution is tradition"" and ""No Zionists in government, we serve one nation.""",
67784,9/24/2024,Hoboken,NJ,Antisemitic Incident:Harassment,,,,"Swastikas and ""Free Palestine"" were written in chalk on the ground across from a Chabad.",
67785,9/24/2024,Bartlett,TN,Antisemitic Incident:Vandalism,Right Wing (White Supremacist),,Patriot Front (PF),"Patriot Front, a white supremacist group, posted stickers that read: ""Life, liberty, victory"" ""For the nation, against the state"" ""No Zionists in government, we serve one nation"" and ""Free occupied America.""",
67786,9/24/2024,Madison,TN,Antisemitic Incident:Vandalism,Right Wing (White Supremacist),,Patriot Front (PF),"Patriot Front, a white supremacist group, posted stickers that read: ""No Zionists in government, we serve one nation,"" ""To ourselves and our posterity,"" ""Reclaim America"" and ""American spirit, European blood.""",
67787,9/24/2024,Nashville,TN,Antisemitic Incident:Vandalism,Right Wing (White Supremacist),,Patriot Front (PF),"Patriot Front, a white supremacist group, posted stickers that read: ""No more foreign wars,"" ""No Zionists in government, we serve one nation,"" ""American spirit, European blood"" and ""Reclaim America.""",
67788,9/24/2024,Austin,TX,Antisemitic Incident:Vandalism,,,,"Fliers were pasted onto electrical boxes that read: ""Burn Zionism to the ground,"" ""Resistance for a free Palestine"" and ""It's not Israel, it's all Palestinian land.""",
67789,9/24/2024,Airmont,VA,Antisemitic Incident:Vandalism,Right Wing (White Supremacist),,Patriot Front (PF),"Patriot Front, a white supremacist group, posted stickers that read: ""America first,"" ""American by blood,"" ""No Zionists in government, we serve one nation"" and ""One nation, against invasion.""",
67790,9/24/2024,Berryville,VA,Antisemitic Incident:Vandalism,Right Wing (White Supremacist),,Patriot Front (PF),"Patriot Front, a white supremacist group, distributed propaganda and posted stickers that read: ""No Zionists in government, we serve one nation,"" ""America first,"" ""Defend American labor"" and ""One nation, against invasion.""",
67791,9/24/2024,North Bend,WA,White Supremacist Event,Right Wing (White Supremacist),,White Lives Matter (WLM),"Approximately eight individuals associated with White Lives Matter, a white supremacist group, held a banner drop and roadside protest. Members carried signs that read: ""White Lives Matter"" and ""Stop White Genocide."" The group also dropped two large banners over an overpass that read: ""White Lives Matter"" and ""They Want to Replace Whites.""",
67759,9/23/2024,Tillman's Corner,AL,Antisemitic Incident:Vandalism,Right Wing (White Supremacist),,Patriot Front (PF),"Patriot Front, a white supremacist group, distributed propaganda and posted stickers that read: ""Reclaim America,"" ""We dare to defend our rights,"" ""Free occupied America"" and ""No Zionists in government, we serve one nation.""",
67760,9/23/2024,Culver City,CA,Antisemitic Incident:Harassment,,,,"During a dispute with a neighbor, an individual said in a disparaging tone, ""Sure, Jew.""",
67761,9/23/2024,Los Angeles,CA,Antisemitic Incident:Harassment,,,,"An individual held a sign on a street corner that read: ""Endless genocide"" and ""The CIA has been censoring news from Palestine"" with a swastika.",
67762,9/23/2024,Placerville,CA,White Supremacist Event,Right Wing (White Supremacist),,Patriot Front (PF),"Approximately five individuals associated with Patriot Front, a white supremacist group, dropped a banner from an overpass that advertised the group's website.",
67763,9/23/2024,San Diego,CA,Antisemitic Incident:Harassment,,,,"A synagogue received an antisemitic email claiming that Jews were responsible for ""countless deaths.""",
67764,9/23/2024,San Diego,CA,Antisemitic Incident:Vandalism,,,,"An Israel flag painted on the ground at a public park was vandalized with graffiti that read: ""Flag of shit; Jews are faggots.""",
67765,9/23/2024,Omaha,NE,White Supremacist Event,Right Wing (White Supremacist),,Patriot Front (PF),"Approximately six individuals associated with Patriot Front, a white supremacist group, held a meetup and training event.",
67766,9/23/2024,Highlands,NJ,Antisemitic Incident:Vandalism,,,,"A sticker that read: ""No votes for genocide"" with a swastika drawn on it was pasted on the exterior wall of a Jewish-owned business.",
67767,9/23/2024,Manhattan,NY,Antisemitic Incident:Vandalism,,,,Swastikas were spray-painted on a dumpster at Barnard College.,
67768,9/23/2024,Houston,TX,White Supremacist Event,Right Wing (White Supremacist),,"Active Clubs,American Blackshirts Movement","Approximately nine individuals associated with the white supremacist Space City Active Club, Texas Nationalist Network and American Blackshirts held a meetup and training event.",
67769,9/23/2024,Bay View,WI,Antisemitic Incident:Vandalism,Right Wing (White Supremacist),,Patriot Front (PF),"Patriot Front, a white supremacist group, posted stickers that read: ""Free occupied America,"" ""Forward for a new American nation state,"" ""No Zionists in government, we serve one nation"" and ""America first.""",
67742,9/22/2024,Mobile,AL,Antisemitic Incident:Vandalism,Right Wing (White Supremacist),,Patriot Front (PF),"Patriot Front, a white supremacist group, posted stickers at the University of South Alabama that read: ""Forward for a new American nation state,"" ""No Zionists in government we serve one nation,"" ""We dare to defend our rights"" and ""Not stolen conquered.""",
67743,9/22/2024,Blythe,CA,Antisemitic Incident:Vandalism,Right Wing (White Supremacist),,Patriot Front (PF),"Patriot Front, a white supremacist group, posted stickers that read: ""Reclaim America"" and ""No Zionists in government, we serve one nation.""",
67744,9/22/2024,Lancaster,CA,Antisemitic Incident:Vandalism,Right Wing (White Supremacist),,Patriot Front (PF),"Patriot Front, a white supremacist group, posted stickers that read: ""Not stolen, conquered,"" ""No Zionists in government, we serve one nation"" and ""Reclaim America.""",
67745,9/22/2024,Pleasanton,CA,Antisemitic Incident:Vandalism,Right Wing (White Supremacist),,Patriot Front (PF),"Patriot Front, a white supremacist group, posted stickers that read: ""No more foreign wars,"" ""No Zionists in government, we serve one nation,"" ""United we stand"" and ""Reclaim America.""",
67746,9/22/2024,Stockton,CA,Antisemitic Incident:Vandalism,Right Wing (White Supremacist),,Goyim Defense League (GDL),A sticker depicting an antisemitic caricature and advertising the antisemitic Goyim Defense League's website was pasted on a pole outside of a restaurant.,
67747,9/22/2024,Cedartown,GA,Antisemitic Incident:Vandalism,Right Wing (White Supremacist),,Patriot Front (PF),"Patriot Front, a white supremacist group, posted stickers that read: ""Reclaim America"" ""No Zionists in government, we serve one nation"" and ""American spirit, European blood.""",
67748,9/22/2024,Rockmart,GA,Antisemitic Incident:Vandalism,Right Wing (White Supremacist),,Patriot Front (PF),"Patriot Front, a white supremacist group, posted stickers that read: ""American spirit, European blood"" ""No Zionists in government, we serve one nation"" and ""Reclaim America.""",
67749,9/22/2024,Iowa City,IA,Antisemitic Incident:Vandalism,,,,"Graffiti was written on a bus stop that read: ""Fuck the Jews.""",
67750,9/22/2024,Chicago,IL,Antisemitic Incident:Vandalism,,,,A Star of David with a swastika inside it was found drawn on a bench at a bus stop.,
67751,9/22/2024,Baltimore,MD,Antisemitic Incident:Vandalism,Right Wing (White Supremacist),,Patriot Front (PF),"Patriot Front, a white supremacist group, posted stickers that read: ""America first,"" ""No Zionists in government, we serve one nation,"" ""American by blood"" and ""One nation, against invasion.""",
67752,9/22/2024,Madison,MS,Antisemitic Incident:Vandalism,Right Wing (White Supremacist),,Patriot Front (PF),"Patriot Front, a white supremacist group, posted stickers that read: ""Not stolen, conquered"" ""No Zionists in government, we serve one nation"" ""American spirit, European blood"" and ""Defend American labor.""",
67753,9/22/2024,Tradition,MS,Antisemitic Incident:Vandalism,Right Wing (White Supremacist),,Patriot Front (PF),"Patriot Front, a white supremacist group, posted stickers that read: ""Reclaim America,"" ""To ourselves and our posterity"" and ""No Zionists in government, we serve one nation.""",
67754,9/22/2024,Cary,NC,Antisemitic Incident:Harassment,,,,"An individual sent a hateful response to a neighbor's email that included: ""Typical response from a Jew. Get lost loser.""",
67755,9/22/2024,Hanover,NH,Antisemitic Incident:Vandalism,Right Wing (White Supremacist),,Patriot Front (PF),"Patriot Front, a white supremacist group, posted stickers at Dartmouth College that read: ""No Zionists in government, we serve one nation,"" ""Forward for a new American nation state,"" ""For the nation, against the state"" and ""Reclaim America.""",
67756,9/22/2024,Philadelphia,PA,Antisemitic Incident:Vandalism,Right Wing (White Supremacist),,Patriot Front (PF),"Patriot Front, a white supremacist group, posted stickers that read: ""One nation, against invasion,"" ""No Zionists in government, we serve one nation,"" ""Forward for a new American nation state"" and ""No more foreign wars.""",
67757,9/22/2024,Spokane,WA,White Supremacist Event,Right Wing (White Supremacist),,"Active Clubs,Patriot Front (PF)",Approximately ten individuals associated with the white supremacist Patriot Front Snake River Nationalists and North Idaho Active Club held a meetup and training event.,
67758,9/22/2024,Janesville,WI,Antisemitic Incident:Vandalism,Right Wing (White Supremacist),,Patriot Front (PF),"Patriot Front, a white supremacist group, posted stickers that read: ""No Zionists in government, we serve one nation,"" ""Defend American labor,"" ""Reclaim America"" and ""To ourselves and our posterity.""",
67735,9/21/2024,Glendale,CA,Antisemitic Incident:Vandalism,Right Wing (White Supremacist),,Patriot Front (PF),"Individuals associated with the white supremacist group Patriot Front pasted fliers in a park that read: ""No Zionists in government. We serve one nation.""",
67736,9/21/2024,Baltimore,MD,Antisemitic Incident:Harassment,,,,"While leaving an event at the University of Maryland Chabad, a group of Jewish people were harassed multiple times by an individual in a car who drove by three different times and yelled, ""Fuck Jews"" and ""Free Palestine.""",
67737,9/21/2024,Plymouth,MI,White Supremacist Event,Right Wing (White Supremacist),,Patriot Front (PF),"Approximately five individuals associated with Patriot Front, a white supremacist group, dropped a banner over an overpass that read: ""Reclaim America.""",
67738,9/21/2024,Montville,NJ,Antisemitic Incident:Harassment,,,,A Jewish family was harassed by an individual who made several antisemitic statements.,
67739,9/21/2024,Brooklyn,NY,Antisemitic Incident:Harassment,,,,"An individual said, ""Fuck the Jewish people"" to a visibly Jewish passerby.",
67740,9/21/2024,Yorktown Heights,NY,Antisemitic Incident:Harassment,,,,An individual in a passing car yelled antisemitic remarks and spat at a Jewish person and their child.,
67741,9/21/2024,Weatherford,TX,Antisemitic Incident:Harassment,Right Wing (White Supremacist),,Goyim Defense League (GDL),"Individuals associated with the antisemitic Goyim Defense League distributed propaganda around a residential neighborhood that read: ""Every single aspect of Epstein is Jewish"" and ""Diversity means fewer white people, inclusion means exclusion of white people.""",
67715,9/20/2024,Centre,AL,Antisemitic Incident:Vandalism,Right Wing (White Supremacist),,Patriot Front (PF),"Patriot Front, a white supremacist group, posted stickers that read: ""Strong families, strong nations,"" ""America first,"" ""Forward for a new American nation state,"" ""No Zionists in government, we serve one nation"" and ""Reclaim America.""",
67716,9/20/2024,Piedmont,AL,Antisemitic Incident:Vandalism,Right Wing (White Supremacist),,Patriot Front (PF),"Patriot Front, a white supremacist group, posted stickers that read: ""No Zionists in government, we serve one nation,"" ""America first,"" ""For the nation, against the state"" and ""Life, liberty, victory.""",
67717,9/20/2024,Rowland Heights,CA,Antisemitic Incident:Vandalism,,,,"Antisemitic stickers were pasted on a sign in a public park, including: ""Fuck Jews,"" ""America First"" and a crossed-out Israel flag.",
67718,9/20/2024,Boulder,CO,Antisemitic Incident:Vandalism,Right Wing (White Supremacist),,Patriot Front (PF),"Patriot Front, a white supremacist group, posted stickers and spray-painted stencils with messages that read: ""America first,"" ""United we stand,"" ""Strong families strong nations"" and ""No Zionists in government we serve one nation.""",
